STID,Station Name,State,TimeZone,DayTimeSaving,Latitude,Longitude,Elevation
KGGG,East Texas Regional Airport,TX,C,y,32.38,-94.71,406.824
KGGI,Grinnell Regional Airport,IA,C,y,41.7092,-92.7349,1008
KGGP,Logansport/Cass County Airport,IN,E,y,40.7113,-86.3727,738
KGGW,Glasgow Intl Arpt,MT,M,y,48.21,-106.63,2293.96
KGHW,Glenwood Automatic Surface Observing System,MN,C,y,45.65,-95.32,1394.36
KGIC,Grangeville, Idaho County Airport, ID,ID,P,y,45.9426,-116.123,3314
KGIF,Gilbert Field,FL,E,y,28.05,-81.75,144.357
KGJT,Grand Junction,CO,M,y,39.12,-108.53,4839.9
KGKJ,Port Meadville Airport,PA,E,y,41.62,-80.21,1400.92
KGKY,Arlington Municipal Airport,TX,C,y,32.664,-97.096,629.921
KGLD,Goodland, Renner Field,KS,M,y,39.38,-101.7,3645.01
KGLE,Gainesville Municipal Airport,TX,C,y,33.652,-97.2,839.895
KGLH,Greenville Municipal Airport,MS,C,y,33.48,-90.98,138.123
KGLR,Gaylord, Otsego County Airport,MI,E,y,45.024,-84.678,1332.02
KGLS,Galveston, Scholes Field,TX,C,y,29.27,-94.87,6
KGLW,Glasgow Municipal Airport,KY,C,y,36.963,-85.946,715.223
KGLY,Clinton Memorial Airport,MO,C,y,38.3566,-93.6842,823
KGMJ,Grove Municipal Airport,OK,C,y,36.605,-94.738,833.333
KGMU,Greenville Downtown Airport,SC,E,y,34.85,-82.35,1047.9
KGNA,The Bay of Grand Marais,MN,C,y,47.75,-90.34,610.236
KGNC,Gaines County Airport,TX,C,y,32.667,-102.65,3313.65
KGNR,Greenville,ME,E,y,45.462,-69.595,1036.74
KGNT,Grants-Milan Municipal Airport,NM,M,y,35.18,-107.9,6520.01
KGNV,Gainesville Regional Airport,FL,E,y,29.68,-82.27,133.858
KGOK,Guthrie-Edmond Regional Airport,OK,C,y,35.85,-97.42,1072.83
KGON,Groton / New London Airport,CT,E,y,41.33,-72.05,9.843
KGOP,Gatesville,TX,C,y,31.417,-97.783,905.512
KGOV,Grayling AAF Airport,MI,E,y,44.68,-84.72,1158.14
KGPI,Glacier Park International Airport,MT,M,y,48.3042,-114.264,
KGPM,Grand Prairie Municipal Airport,TX,C,y,32.699,-97.047,590.551
KGPT,Gulfport-Biloxi Regional Airport,MS,C,y,30.4,-89.07,29.528
KGPZ,Grand Rapids Automatic Weather Observing/Reporting,MN,C,y,47.23,-93.52,1354.99
KGRB,Green Bay, Austin Straubel International Airport,WI,C,y,44.48,-88.13,699.147
KGRD,Greenwood County Airport,SC,E,y,34.233,-82.15,629.921
KGRF,Fort Lewis/Gray Aaf,WA,P,y,47.09,-122.58,301.837
KGRI,Grand Island, Central Nebraska Regional Airport,NE,C,y,40.98,-98.32,1859.91
KGRK,Killeen - Robert Gray International Airport,TX,C,y,31.067,-97.833,1023.95
KGRR,Grand Rapids, Gerald R. Ford International Airport,MI,E,y,42.89,-85.52,792.979
KGSB,Seymour-Johnson Air Force Base,NC,E,y,35.34,-77.97,82.021
KGSH,Goshen Municipal Airport,IN,E,y,41.53,-85.79,827.1
KGSM,Ship Shoal 207A,LA,C,y,28.533,-90.983,3.281
KGSO,Greensboro, Piedmont Triad International Airport,NC,E,y,36.01,-79.95,901.903
KGSP,Greer, Greenville-Spartanburg Airport,SC,E,y,34.91,-82.22,957.021
KGTB,Fort Drum / Wheeler-Sack U. S. Army Airfield,NY,E,y,44.05,-75.74,679.134
KGTF,Great Falls Intl Airport,MT,M,y,47.47,-111.38,3687.99
KGTR,Golden Tri Automatic Weather Observing / Reporting,MS,C,y,33.46,-88.58,262.467
KGTU,Georgetown Automatic Weather Observing / Reporting,TX,C,y,30.69,-97.69,787.402
KGUC,Gunnison Co. (awos),CO,M,y,38.55,-106.92,7673.88
KGUP,Gallup Muni/Clarke,NM,M,y,35.53,-108.78,6465.88
KGUS,Grissom Air Force Base / Peru,IN,E,y,40.65,-86.15,830.052
KGUY,Guymon / Guymon Municipal Airport,OK,C,y,36.69,-101.51,3123.36
KGVL,Gainesville, Gilmer Memorial Airport,GA,E,y,34.26,-83.83,1276.25
KGVT,Greenville / Majors,TX,C,y,33.08,-96.07,534.777
KGWB,DeKalb County Airport,IN,E,Y,41.4,-84.99,817
KGWO,Greenwood-LeFlore Airport,MS,C,y,33.51,-90.08,154.856
KGWW,Goldsboro-Wayne Muni Airport,NC,E,y,35.46,-77.96,134.514
KGXY,Greeley/Weld (awos),CO,M,y,40.43,-104.63,4658.79
KGYB,Giddings-Lee County Airport,TX,C,y,30.1693,-96.98,485
KGYH,Donaldson Center Airport,SC,E,y,34.75,-82.367,954.724
KGYI,North Texas Regional Airport,TX,C,y,33.73,-96.67,748.031
KGYL,Glencoe Municipal Airport,MN,C,y,44.757,-94.082,990.814
KGYR,Goodyear Municipal,AZ,M,n,33.42,-112.39,967.848
KGYX,Portland,ME,E,y,43.883,-70.25,82.021
KGYY,Gary Chicago International,IN,C,y,41.62,-87.42,606.955
KGZH,Evergreen, Middleton Field,AL,C,y,31.42,-87.04,255.906
KH08,High Island 264C,LA,C,y,28.467,-93.733,98.425
KHAE,Hannibal Regional Airport,MO,C,y,39.7252,-91.4439,769
KHAI,Three Rivers Municipal Dr Haines Airport,MI,C,y,41.959,-85.59,824.147
KHAO,Hamilton, Butler County Regional Airport,OH,E,y,39.36,-84.52,633.202
KHBG,Hattiesburg, Bobby L Chain Municipal Airport,MS,C,y,31.27,-89.25,150.919
KHBI,Asheboro Municipal Airport,NC,E,y,35.65,-79.9,672.572
KHBR,Hobart Municipal Airport,OK,C,y,35.01,-99.05,1569.88
KHBV,Jim Hogg County Airport,TX,C,y,27.333,-98.733,662.73
KHCD,Hutchinson Automatic Weather Observing / Reporting,MN,C,y,44.87,-94.39,1059.71
KHCO,Hallock Municipal Airport,MN,C,y,48.79,-96.95,820.21
KHDC,Hammond Municipal Airport,LA,C,y,30.52,-90.42,42.651
KHDE,Brewster Field Airport,NE,C,y,40.45,-99.33,2309.71
KHDN,Hayden/Yampa (awos),CO,M,y,40.51,-107.25,6601.05
KHDO,Hondo Municipal Airport,TX,C,y,29.36,-99.16,919.948
KHEF,Manassas Municipal Automatic Weather Observing,VA,E,y,38.72,-77.52,193.57
KHEI,Hettinger Municipal Airport,ND,M,y,46,-102.65,2703.41
KHEQ,Holyoke Airport,CO,M,y,40.5694,-102.273,3703
KHEY,Hanchey Army Heliport (Fort Rucker),AL,C,y,31.346,-86.654,317
KHEZ,Natchez / Hardy Automatic Weather Observing/Report,MS,C,y,31.62,-91.25,272.31
KHFD,Hartford-Brainard Airport,CT,E,y,41.73,-72.65,20.013
KHFF,Mackall U. S. Army Airfield,NC,E,y,35.033,-79.5,377.297
KHFJ,Monett Municipal Airport,MO,C,Y,36.9062,-94.0128,1314
KHGR,Hagerstown Regional Airport,MD,E,y,39.71,-77.73,721.785
KHHF,Hemphill County Airport,TX,C,y,35.895,-100.404,2395.01
KHHR,Hawthorne Municipal,CA,P,y,33.93,-118.34,68.898
KHIB,Chisholm-Hibbing Airport,MN,C,y,47.39,-92.85,1347.11
KHIE,Whitefield, Mount Washington Regional Airport,NH,E,y,44.36,-71.53,1072.83
KHIF,Ogden/Hill AFB,UT,M,y,41.12,-111.97,4799.87
KHIO,Portland/Hillsboro,OR,P,y,45.54,-122.95,203.412
KHJH,Hebron Municipal Airport,NE,C,y,40.152,-97.587,1466.54
KHJO,Hanford,CA,P,y,36.318,-119.629,246.063
KHKA,Blytheville Municipal Airport,AR,C,y,35.94,-89.83,255.906
KHKS,Jackson, Hawkins Field Airport,MS,C,y,32.33,-90.22,341.207
KHKY,Hickory Regional Airport,NC,E,y,35.76,-81.38,1165.03
KHLC,Hill City Municipal Airport,KS,C,y,39.39,-99.83,2187.99
KHLD,Hiland,WY,M,y,43.09,-107.32,
KHLG,Wheeling Ohio County Airport,WV,E,y,40.17,-80.65,1179.13
KHLN,Helena Regional,MT,M,y,46.61,-112,3828.08
KHLR,Fort Hood,TX,C,y,31.15,-97.717,918.963
KHLX,Hillsville,VA,E,y,36.77,-80.82,2736.22
KHMN,Holloman AFB,NM,M,y,32.86,-106.1,4094.49
KHMS,Hanford,WA,P,y,46.58,-119.58,731.627
KHNB,Huntingburg,IN,C,y,38.26,-86.95,528.215
KHND,Las Vegas-Henderson Airport,NV,P,y,35.976,-115.133,2457.35
KHNR,Harlan Municipal Airport,IA,C,y,41.584,-95.34,1230.31
KHNZ,Henderson-Oxford Airport,NC,E,y,36.36,-78.53,528.215
KHOB,Hobbs/Lea Co.,NM,M,y,32.69,-103.2,3654.86
KHOE,Homerville Airport,GA,E,y,31.0559,-82.7741,186
KHON,Huron Regional Airport,SD,C,y,44.39,-98.22,1280.84
KHOP,Fort Campbell U. S. Army Airfield,KY,C,y,36.669,-87.496,561.024
KHOT,Hot Springs, Memorial Field Airport,AR,C,y,34.48,-93.1,554.462
KHOU,Houston Hobby Airport,TX,C,y,29.65,-95.28,84.974
KHPN,White Plains, Westchester County Airport,NY,E,y,41.08,-73.72,399.934
KHQM,Hoquiam/Bowerman,WA,P,y,46.98,-123.97,12.139
KHQU,Thomson-McDuffie County Airport,GA,E,y,33.53,-82.516,498.688
KHQZ,Mesquite Metro Airport,TX,C,y,32.747,-96.53,446.194
KHRI,Hermiston (was S22),OR,P,y,45.826,-119.261,639.764
KHRJ,Erwin, Harnett County Airport,NC,E,y,35.38,-78.73,196.85
KHRL,Harlingen, Rio Grande Valley International Airport,TX,C,y,26.23,-97.67,34.121
KHRO,Harrison, Boone County Airport,AR,C,y,36.28,-93.15,1105.97
KHRT,Hurlburt Field,FL,E,y,30.43,-86.68,39.042
KHRX,Hereford Municipal Airport,TX,C,y,34.86,-102.33,3785
KHSB,Harrisburg-Raleigh Airport,IL,C,y,37.82,-88.55,396.982
KHSE,Hatteras, Mitchell Field,NC,E,y,35.23,-75.62,9.843
KHSI,Hastings Municipal Airport,NE,C,y,40.61,-98.43,1955.38
KHSP,Hot Springs / Ingalls,VA,E,y,37.96,-79.82,3792.65
KHSS,Hot Springs Aviation Weather Reporting Station,NC,E,y,35.9,-82.817,1479.66
KHST,Homestead Air Force Base,FL,E,y,25.48,-80.38,9.843
KHSV,Huntsville International / Jones Field,AL,C,y,34.66,-86.77,624.016
KHTH,Hawthorne Municipal Airport,NV,P,y,38.55,-118.633,4215.88
KHTL,Houghton Lake, Roscommon County Airport,MI,E,y,44.38,-84.68,1150.92
KHTO,East Hampton Airport,NY,E,y,40.98,-72.25,55.774
KHTS,Huntington, Tri-State Airport,WV,E,y,38.38,-82.55,830.052
KHUA,Redstone Army Airfield,AL,C,y,34.683,-86.683,685.696
KHUF,Terre Haute International Airport,IN,E,y,39.46,-87.3,575.131
KHUL,Houlton International Airport,ME,E,y,46.14,-67.78,492.126
KHUM,Houma-Terrebonne,LA,C,y,29.57,-90.67,9.843
KHUT,Hutchinson Municipal Airport,KS,C,y,38.08,-97.87,1521.98
KHVN,New Haven/Tweed,CT,E,y,41.28,-72.88,5.906
KHVR,Havre (amos),MT,M,y,48.55,-109.77,2584.97
KHVS,Hartsville Regional Airport,SC,E,Y,34.4031,-80.1192,364
KHWD,Hayward Air Term,CA,P,y,37.66,-122.12,45.932
KHWO,Hollywood, North Perry Airport,FL,E,y,26,-80.24,6.562
KHWV,Shirley, Brookhaven Airport,NY,E,y,40.817,-72.867,82.021
KHXD,Hilton Head Airport,SC,E,y,32.232,-80.7,0
KHYA,Hyannis, Barnstable Municipal-Boardman Airport,MA,E,y,41.68,-70.28,55.774
KHYI,San Marcos Municipal Airport,TX,C,y,29.9,-97.87,597.113
KHYR,Hayward Municipal Airport,WI,C,y,46.16,-91.45,1213.91
KHYS,Hays Municipal Automatic Weather Observing/Report,KS,C,y,38.86,-99.27,1998.03
KHYW,Conway-Horry County Airport,SC,E,y,33.8285,-79.1222,35
KHYX,Saginaw County H.W. Browne Airport,MI,E,y,43.433,-83.862,600.394
KHZX,Isedor Iverson Airport,MN,C,y,46.617,-93.317,1227.03
KHZY,Ashtabula County Airport,OH,E,y,41.779,-80.697,921.916
KI16,Kee Field Airport,KY,E,y,37.6,-81.559,1784.78
KI39,Madison Airport,KY,E,y,37.6308,-84.3323,1002
KI75,Osceola Municipal Airport,IA,C,y,41.0522,-93.6597,1109
KIAB,McConnell Air Force Base,KS,C,y,37.617,-97.267,1388.12
KIAD,Washington-Dulles International Airport,VA,E,y,38.96,-77.45,290.026
KIAG,Niagara Falls International Airport,NY,E,y,43.11,-78.95,590.879
KIAH,Houston Intercontinental Airport,TX,C,y,29.97,-95.35,95.144
KIBM,Kimball Municipal Airport,NE,M,y,41.188,-103.677,4924.54
KICL,Clarinda,IA,C,y,40.72,-95.03,994.094
KICR,Winner Regional Airport,SD,C,y,43.38,-99.85,2040.68
KICT,Wichita Mid-Continent Airport,KS,C,y,37.66,-97.43,1319.88
KIDA,Idaho Falls/Fanning,ID,M,y,43.53,-112.07,4729
KIDI,Indiana / Stewart Field,PA,E,y,40.63,-79.1,1407.48
KIDV,I-25 Divide,WY,M,y,43.94,-106.64,
KIEN,Pine Ridge Airport,SD,M,y,43.01,-102.51,3330.05
KIER,Natchitoches Regional Airport,LA,C,y,31.733,-93.1,121.391
KIFA,Iowa Falls Municipal Airport,IA,C,y,42.4708,-93.27,1137
KIFP,Bull Head City,AZ,M,n,35.1575,-114.559,547.9
KIGM,Kingman (amos),AZ,M,n,35.28,-113.95,3389.11
KIGQ,Lansing Municipal Airport,IL,C,y,41.53,-87.53,616.798
KIGX,Chapel Hill, Williams Airport,NC,E,y,35.94,-79.07,508.53
KIIB,Independence Muni Airport,IA,C,y,42.454,-91.948,977.69
KIIY,Washington-Wilkes County Airport,GA,E,y,33.78,-82.82,646.325
KIJD,Willimantic, Windham Airport,CT,E,y,41.75,-72.18,249.344
KIJX,Jacksonville Municipal Airport,IL,C,y,39.78,-90.23,623.36
KIKA,Inyan Kara,WY,M,y,44.29,-104.62,
KIKK,Greater Kankakee Airport,IL,C,y,41.07,-87.85,646.325
KIKV,Ankeny Regional Airport,IA,C,y,41.69,-93.57,902.231
KIKW,Jack Barstow Airport,MI,E,Y,43.6629,-84.2613,635
KILE,Killeen - Skylark Field,TX,C,y,31.09,-97.69,846.457
KILG,Wilmington, New Castle County Airport,DE,E,y,39.68,-75.6,74.147
KILL,Willmar / Rice Automatic Weather Observing/Report,MN,C,y,45.11,-95.09,1131.89
KILM,Wilmington, New Hanover International Airport,NC,E,y,34.28,-77.92,45.932
KILN,Wilmington, Airborne Airpark Airport,OH,E,y,39.43,-83.8,1077.1
KIML,Imperial Municipal Airport,NE,M,y,40.54,-101.63,3273.95
KIMT,Iron Mountain / Kingsford, Ford Airport,MI,C,y,45.81,-88.11,1181.1
KIND,Indianapolis International Airport,IN,E,y,39.73,-86.27,810.039
KINJ,Hillsboro Municipal Airport,TX,C,y,32.083,-97.097,685.696
KINK,Winkler County Airport,TX,C,y,31.79,-103.2,2807.09
KINL,Falls International Airport,MN,C,y,48.58,-93.38,1179.13
KINS,Creech AFB, Indian Springs,NV,P,y,36.583,-115.667,3133.2
KINT,Winston Salem, Smith Reynolds Airport,NC,E,y,36.13,-80.22,970.144
KINW,Winslow (aut),AZ,M,n,35.03,-110.73,4881.89
KIOW,Iowa City Municipal Airport,IA,C,y,41.633,-91.543,649.934
KIPJ,Lincolnton-Lincoln County Regional Airport,NC,E,y,35.483,-81.167,875.984
KIPL,Imperial,CA,P,y,32.84,-115.57,-55.774
KIPT,Williamsport-Lycoming County Airport,PA,E,y,41.26,-76.92,520.013
KIRK,Kirksville Regional Airport,MO,C,y,40.11,-92.55,971.129
KIRS,Sturgis, Kirsch Municipal Airport,MI,E,y,41.81,-85.44,925.197
KISM,Orlando, Kissimmee Municipal Airport,FL,E,y,28.29,-81.437,82.021
KISN,Williston, Sloulin Field International Airport,ND,C,y,48.16,-103.6,1902.89
KISO,Kinston / Stallings,NC,E,y,35.33,-77.63,95.144
KISP,Islip, Long Island Mac Arthur Airport,NY,E,y,40.8,-73.1,83.99
KISQ,Manistique, Schoolcraft County Airport,MI,E,y,45.97,-86.17,685.696
KISW,Wisconsin Rapids, Alexander Field So. Wood County,WI,C,y,44.36,-89.83,1010.5
KITH,Ithaca / Tompkins County,NY,E,y,42.48,-76.47,1099.08
KITR,Burlington,CO,M,y,39.24,-102.29,4215.88
KIWA,Williams AFB/Chandl,AZ,M,n,33.3,-111.67,1352.03
KIWD,Ironwood Automatic Weather Observing / Reporting,MI,C,y,46.54,-90.13,1230.31
KIWI,Wiscasset Airport,ME,E,y,43.95,-69.7,68.898
KIXA,Halifax-Northampton County Regional Airport,NC,E,y,36.3298,-77.6352,145
KIXD,Olathe, New Century Aircenter,KS,C,y,38.83,-94.89,1086.94
KIYK,Inyokern,CA,P,y,35.66,-117.83,2457.35
KIZA,Santa Ynez Airport,CA,P,y,34.6,-120.067,672.572
KIZG,Fryeburg, Eastern Slopes Regional Airport,ME,E,y,43.98,-70.95,449.475
KJAC,Jackson Hole Airport,WY,M,y,43.61,-110.73,6614.17
KJAN,Jackson International Airport,MS,C,y,32.33,-90.08,310.039
KJAS,Jasper,TX,C,y,30.89,-94.03,213.255
KJAX,Jacksonville International Airport,FL,E,y,30.43,-81.7,39.042
KJBR,Jonesboro Municipal Airport,AR,C,y,35.83,-90.65,269.029
KJCT,Junction, Kimble County Airport,TX,C,y,30.5,-99.77,1709.97
KJDD,Wood County Airport,TX,C,y,32.742,-95.496,434
KJDN,Jordan (ramos),MT,M,y,47.33,-106.93,2660.76
KJEF,Jefferson City Memorial Airport,MO,C,y,38.59,-92.16,547.9
KJER,Jerome County Airport,ID,M,y,42.728,-114.453,4045.28
KJES,Jesup-Wayne County Airport,GA,E,y,31.554,-81.8825,107
KJFK,New York/John F. Kennedy Intl Airport,NY,E,y,40.66,-73.78,25.919
KJFZ,Richlands Tazewell County Airport,VA,E,y,37.064,-81.798,2650.92
KJGG,Williamsburg-Jamestown Airport,VA,E,y,37.233,-76.717,49.213
KJHW,Jamestown Automatic Weather Observing / Reporting,NY,E,y,42.16,-79.25,1722.44
KJKA,Jack Edwards Airport,AL,C,y,30.2896,-87.6718,17
KJKJ,Moorhead Municipal Airport,MN,C,y,46.84,-96.66,918.635
KJKL,Julian Carroll Airport,KY,E,y,37.6,-83.32,1365.16
KJLN,Joplin Regional Airport,MO,C,y,37.18,-94.5,981.955
KJMR,Mora Municipal Airport,MN,C,y,45.89,-93.27,1013.78
KJMS,Jamestown Municipal Airport,ND,C,y,46.93,-98.68,1492.13
KJNW,Newport,OR,P,y,44.583,-124.067,157.48
KJNX,Smithfield, Johnston County Airport,NC,E,y,35.541,-78.39,164.042
KJOT,Joliet Park district,IL,C,y,41.52,-88.18,594.16
KJQF,Concord Regional Airport,NC,E,y,35.39,-80.71,708.661
KJSO,Cherokee County Airport,TX,C,y,31.869,-95.217,675.853
KJST,Johnstown-Cambria County Airport,PA,E,y,40.33,-78.83,2279.86
KJSV,Sallisaw Municipal Airport,OK,C,y,35.44,-94.8,528.215
KJVL,Janesville / Rock County,WI,C,y,42.62,-89.03,807.087
KJWG,Watonga Airport,OK,C,y,35.86,-98.42,1548.56
KJWY,Midlothian-Waxahachie Midway Airport,TX,C,y,32.456,-96.912,711.942
KJXI,Fox Stephens Field - Gilmer Municipal Airport,TX,C,y,32.699,-94.948,415
KJXN,Jackson County-Reynolds Field Airport,MI,E,y,42.27,-84.47,998.031
KJYG,St. James Municipal Airport,MN,C,y,43.99,-94.56,1066.27
KJYL,Plantation Airpark,GA,E,y,32.645,-81.596,187.008
KJYM,Hillsdale Municipal Airport,MI,E,y,41.921,-84.586,1181.1
KJYO,Leesburg / Godfrey,VA,E,y,39.08,-77.57,390.42
KJYR,York Municipal Airport,NE,C,y,40.9,-97.62,1669.95
KK46,Blair Municipal Airport,NE,C,y,41.4181,-96.1136,1325
KKLS,Kelso-Longview AWOS,WA,P,y,46.117,-122.9,16.076
KL35,Big Bear City Airport,CA,P,y,34.27,-116.85,2057
KLAA,Lamar,CO,M,y,38.07,-102.68,3704.07
KLAF,Lafayette, Purdue University Airport,IN,E,y,40.43,-86.93,623.031
KLAL,Lakeland Regional,FL,E,y,28.04,-81.95,144.357
KLAM,Los Alamos Airport,NM,M,y,35.883,-106.283,7171.92
KLAN,Lansing, Capital City Airport,MI,E,y,42.78,-84.6,840.879
KLAR,Laramie/Gen. Brees,WY,M,y,41.33,-105.68,7266.08
KLAS,Las Vegas/Mccarran,NV,P,y,36.0789,-115.155,2162.07
KLAW,Lawton-Fort Sill Regional Airport,OK,C,y,34.57,-98.42,1108.92
KLAX,Los Angeles Intl Airport,CA,P,y,33.94,-118.4,125
KLBB,Lubbock International Airport,TX,C,y,33.66,-101.82,3214.9
KLBE,Latrobe/Westmoreland,PA,E,y,40.29,-79.4,1213.91
KLBF,North Platte Regional Airport,NE,C,y,41.14,-100.68,2778.87
KLBL,Liberal Municipal Automatic Weather Observing,KS,C,y,37.05,-100.97,2956.04
KLBR,Clarksville,TX,C,y,33.593,-95.064,439.633
KLBT,Lumberton Municipal Airport,NC,E,y,34.61,-79.06,125.984
KLBX,Angleton / Lake Jackson, Brazoria County Airport,TX,C,y,29.12,-95.47,26.247
KLCG,Wayne Municipal Airport,NE,C,y,42.242,-96.981,1430.45
KLCH,Lake Charles Regional Airport,LA,C,y,30.12,-93.22,15.092
KLCI,Laconia Municipal Automatic Weather Observing,NH,E,y,43.58,-71.43,544.619
KLCK,Rickenbacker Air National Guard Base,OH,E,y,39.83,-82.93,754.921
KLDM,Ludington, Mason County Airport,MI,E,y,43.96,-86.41,646.325
KLEB,Lebanon Municipal Airport,NH,E,y,43.63,-72.3,597
KLEE,Leesburg International Airport,FL,E,y,28.82,-81.81,76
KLEW,Auburn-Lewiston,ME,E,y,44.05,-70.29,288.714
KLEX,Lexington, Blue Grass Airport,KY,E,y,38.05,-84.6,980.971
KLFI,Langley Air Force Base,VA,E,y,37.09,-76.35,9.843
KLFK,Lufkin, Angelina County Airport,TX,C,y,31.23,-94.75,280.84
KLFT,Lafayette Regional Airport,LA,C,y,30.2,-92,38.058
KLGA,New York, La Guardia Airport,NY,E,y,40.78,-73.88,11.155
KLGB,Long Beach Airport,CA,P,y,33.83,-118.15,24.934
KLGC,La Grange-Callawy Airport,GA,E,y,33.009,-85.073,692.257
KLGD,La Grande (awos),OR,P,y,45.283,-118,2712.93
KLGU,Logan-Cache Airport,UT,M,y,41.79,-111.85,4455.38
KLHB,Hearne Municipal Airport,TX,C,y,30.872,-96.622,285.433
KLHQ,Lancaster, Fairfield County Airport,OH,E,y,39.75,-82.67,866.142
KLHW,Ft. Stewart,GA,E,y,31.88,-81.57,45.932
KLHX,La Junta Municipal,CO,M,y,38.05,-103.52,4203.08
KLHZ,Louisburg,NC,E,y,36.023,-78.33,370.735
KLIC,Limon Municipal,CO,M,y,39.26,-103.66,5562.01
KLIT,Little Rock, Adams Field,AR,C,y,34.73,-92.23,275.919
KLJF,Litchfield Municipal Airport,MN,C,y,45.14,-94.52,1138.45
KLKU,Louisa County / Freeman Field Airport,VA,E,y,38.011,-77.978,492.126
KLKV,Lakeview (awos),OR,P,y,42.19,-120.35,4727.69
KLLJ,Challis (amos),ID,M,y,44.523,-114.215,5072.18
KLLQ,Monticello Municipal Airport,AR,C,y,33.64,-91.75,118.11
KLMO,Vance Brand Airport,CO,M,y,40.1643,-105.164,5055
KLMT,Klamath Falls/Kings,OR,P,y,42.16,-121.73,4083.99
KLNC,Lancaster Airport,TX,C,y,32.579,-96.719,501.969
KLND,Lander/Hunt Field,WY,M,y,42.83,-108.73,5557.09
KLNK,Lincoln Municipal Airport,NE,C,y,40.86,-96.75,1184.06
KLNL,Kings Land O Lakes Airport,WI,C,y,46.15,-89.217,1706.04
KLNP,Wise / Lonesome Pine,VA,E,y,36.98,-82.53,2680.45
KLNR,Lone Rock, Tri-County Regional Airport,WI,C,y,43.21,-90.18,719.16
KLNS,Lancaster Airport,PA,E,y,40.12,-76.3,413.386
KLOL,Lovelock/Derby Fld,NV,P,y,40.0664,-118.565,3899.93
KLOM,Wings Field Airport,PA,E,y,40.138,-75.265,301.837
KLOT,Chicago/Romeoville, Lewis University Airport,IL,C,y,41.61,-88.1,757.874
KLOU,Louisville, Bowman Field Airport,KY,E,y,38.23,-85.67,540.026
KLOZ,London-Corbin Airport-Magee Field,KY,E,y,37.09,-84.04,1206.04
KLPC,Lompoc (awos),CA,P,y,34.67,-120.47,88.583
KLPR,Lorain County Regional Airport,OH,E,y,41.346,-82.179,793.963
KLRD,Laredo International Airport,TX,C,y,27.54,-99.47,508.53
KLRF,Little Rock Air Force Base,AR,C,y,34.917,-92.15,337.927
KLRJ,Le Mars Municipal Airport,IA,C,y,42.78,-96.2,1197.51
KLRU,Las Cruces Intl Airport,NM,M,y,32.3,-106.77,4570.21
KLSE,La Crosse Municipal Airport,WI,C,y,43.88,-91.25,668.963
KLSF,Fort Benning,GA,E,y,32.34,-85,226.05
KLSV,Nellis AFB,NV,P,y,36.23,-115.03,1879.92
KLTS,Altus Air Force Base,OK,C,y,34.8,-99,1357.94
KLUD,Decatur Municipal Airport,TX,C,y,33.255,-97.581,1046.59
KLUF,Luke AFB/Phoenix,AZ,M,n,33.59,-112.37,1085.96
KLUK,Cincinnati Municipal Airport Lunken Field,OH,E,y,39.1,-84.42,490.157
KLUM,Menomonie Municipal Airport-Score Field,WI,C,y,44.883,-91.867,895.669
KLVJ,Pearland Regional Airport,TX,C,y,29.519,-95.242,42.651
KLVK,Livermore Municipal,CA,P,y,37.7,-121.82,396.982
KLVM,Livingston/Mission,MT,M,y,45.71,-110.43,4652.89
KLVN,Minneapolis, Airlake Airport,MN,C,y,44.64,-93.24,961.286
KLVS,Las Vegas Municipal,NM,M,y,35.66,-105.15,6866.14
KLWA,South Haven,MI,E,y,42.351,-86.256,666.01
KLWB,Lewisburg / Greenbrier,WV,E,y,37.88,-80.4,2303.15
KLWC,Lawrence Municipal Airport,KS,C,y,39.02,-95.22,833.333
KLWD,Lamoni Municipal Airport,IA,C,y,40.631,-93.901,1122.05
KLWM,Lawrence Municipal Airport,MA,E,y,42.73,-71.12,150.919
KLWS,Lewiston (amos),ID,P,y,46.39,-117.02,1420.93
KLWT,Lewistown Municipal,MT,M,y,47.05,-109.45,4124.02
KLWV,Lawrenceville-Vincennes Intl Airport,IL,C,y,38.76,-87.6,429.79
KLXL,Little Falls Automatic Weather Observing/Reporting,MN,C,y,45.96,-94.35,1122.05
KLXN,Lexington, Jim Kelly Field Airport,NE,C,y,40.78,-99.77,2414.7
KLXT,Lees Summit,MO,C,y,38.964,-94.374,1003.94
KLXV,Leadville/Lake Co.,CO,M,y,39.22,-106.32,9927.82
KLYH,Lynchburg Regional Airport,VA,E,y,37.34,-79.2,939.961
KLYV,Luverne-Quentin Aanenson Field,MN,C,y,43.621,-96.216,1430.45
KLZU,Lawrenceville, Gwinnett Co-Briscoe Field Airport,GA,E,y,33.978,-83.962,1059.71
KLZZ,Lampasas Airport,TX,C,y,31.1062,-98.1959,1215
KM19,Newport Municipal Airport,AR,C,y,35.6,-91.2,239
KM30,Metropolis Municipal Airport,IL,C,y,37.183,-88.75,383.858
KM82,Huntsville, Madison County Executive Airport,AL,C,y,34.85,-86.55,757.874
KM89,Dexter B Florence Memorial Field Airport,AR,C,y,34.1,-93.07,182
KM97,Tunica Municipal Airport,MS,C,y,34.683,-90.333,193.57
KMAE,Madera Municipal Airport,CA,P,y,36.99,-120.11,252.625
KMAF,Midland International Airport,TX,C,y,31.95,-102.18,2861.88
KMAI,Marianna Municipal Airport,FL,C,y,30.8,-85.21,112.861
